เลขที่ T/O,เลขที่ TR,หมายเลขอ้างอิง,PO Number,รหัสสินค้า,สินค้า,จำนวน,Sale Unit,จำนวน,Base Unit,คงเหลือ (Sale Unit),คงเหลือ (Base Unit),วันที่ต้องการให้ขน,เวลาต้องการให้ขน,วันที่ Completed,เวลา Completed,ความสำคัญ,Location Delivery Type,รหัสลูกค้า,ชื่อลูกค้า,รหัสสถานที่ขนต้นทางจริง,สถานที่ขนต้นทางจริง,รหัสสถานที่รับปลายทางจริง,สถานที่รับปลายทางจริง,TiHi,Pallet,Portion Pallet,สถานะ,เหตุผลที่ Rejected,สร้างโดย,วันที่สร้างเอกสาร,เวลาสร้างเอกสาร,Channel,Product List,วันที่ลูกค้าต้องการ,เวลาลูกค้าต้องการ,วันที่ Sale ยืนยัน,เวลา Sale ยืนยัน,หมายเหตุ Plan,ประเภทรถ,Batch,ทะเบียนรถ,พนักงานขับรถ,Engineering Change,PO_Type
TO2505090087,OS-OMSAP-2505090627,CV08-TG6805-0441,,Z31123533035,เชี่ยงชุน 35 ดีกรี 330 ml (นทีชัย),12,โหล,0,ขวด,0,0,,,10/05/2025,10:05,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,140,1,4,DELIVERY_COMPLETED,,OMSAP,09/05/2025,11:26,CV,B,10/05/2025,12:00,09/05/2025,11:02:56,,,,,,,
TO2505090087,OS-OMSAP-2505090627,CV08-TG6805-0441,,310230628,สุราขาวตราไชยา 30 ดีกรี 625 ml,10,โหล,0,ขวด,0,0,,,10/05/2025,10:05,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,90,1,30,DELIVERY_COMPLETED,,OMSAP,09/05/2025,11:26,CV,B,10/05/2025,12:00,09/05/2025,11:02:56,,,,,,,
TO2505090088,OS-OMSAP-2505090628,CV08-TG6805-0442,,310003572,โออิชิ กรีนที เคียวโฮพลัสซี 350 กรัม ,72,กล่อง,0,ขวด,0,0,,,10/05/2025,10:05,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,72,24,0,DELIVERY_COMPLETED,,OMSAP,09/05/2025,11:26,CV,A,10/05/2025,12:00,09/05/2025,11:03:05,,,,,,,
TO2505090088,OS-OMSAP-2505090628,CV08-TG6805-0442,,310004379,เบียร์ช้างคลาสสิกขวด 620 ซีซี. 4.8ดีกรี S12,210,กล่อง,0,ขวด,0,0,,,10/05/2025,10:05,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,75,33,45,DELIVERY_COMPLETED,,OMSAP,09/05/2025,11:26,CV,A,10/05/2025,12:00,09/05/2025,11:03:05,,,,,,,
TO2505090088,OS-OMSAP-2505090628,CV08-TG6805-0442,,310004133,เบียร์ช้างคลาสสิก Can 490 ซีซี. S15,100,แพ็ค,0,กระป๋อง,0,0,,,10/05/2025,10:05,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,112,13,44,DELIVERY_COMPLETED,,OMSAP,09/05/2025,11:26,CV,A,10/05/2025,12:00,09/05/2025,11:03:05,,,,,,,
TO2505090088,OS-OMSAP-2505090628,CV08-TG6805-0442,,Z31063533035,สุราขาวตรารวงข้าว 35 ดีกรี 330 ml,120,โหล,0,ขวด,0,0,,,10/05/2025,10:05,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,140,10,40,DELIVERY_COMPLETED,,OMSAP,09/05/2025,11:26,CV,A,10/05/2025,12:00,09/05/2025,11:03:05,,,,,,,
TO2505090088,OS-OMSAP-2505090628,CV08-TG6805-0442,,310002513,โซดา ร็อค เมาเท็น 325 cc.,50,แพ็ค,0,ขวด,0,0,,,10/05/2025,10:05,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,70,17,10,DELIVERY_COMPLETED,,OMSAP,09/05/2025,11:26,CV,A,10/05/2025,12:00,09/05/2025,11:03:05,,,,,,,
TO2505090088,OS-OMSAP-2505090628,CV08-TG6805-0442,,Z31103535027,หงส์ทอง 35 ดีกรี 350 ml (บางยี่ขัน),200,โหล,0,ขวด,0,0,,,10/05/2025,10:05,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,120,20,0,DELIVERY_COMPLETED,,OMSAP,09/05/2025,11:26,CV,A,10/05/2025,12:00,09/05/2025,11:03:05,,,,,,,
TO2505090088,OS-OMSAP-2505090628,CV08-TG6805-0442,,Z31103570127,หงส์ทอง 35 ดีกรี 700 ml (บางยี่ขัน),30,โหล,0,ขวด,0,0,,,10/05/2025,10:05,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,60,6,0,DELIVERY_COMPLETED,,OMSAP,09/05/2025,11:26,CV,A,10/05/2025,12:00,09/05/2025,11:03:05,,,,,,,
TO2505090089,OS-OMSAP-2505090862,CV08-TG6805-0468,,ZS770108,เอส ครีมโซดา 359 ซีซี Pack12x1,10,ลัง,0,ขวด,0,0,,,15/05/2025,10:00,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7573,ศูนย์กระจายสินค้าภูมิภาค สุราษฎร์ธานี,4608G004,CV เกาะสมุย-G,13,9,3,DELIVERY_COMPLETED,,OMSAP,09/05/2025,11:35,CV,C,15/05/2025,15:00,09/05/2025,11:32:12,,,,,,,
TO2505090089,OS-OMSAP-2505090862,CV08-TG6805-0468,,ZS726118,เอส เพลย์ กามิกาเซ่ 360 ซีซี Pack12*1,15,ลัง,0,ขวด,0,0,,,15/05/2025,10:00,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7573,ศูนย์กระจายสินค้าภูมิภาค สุราษฎร์ธานี,4608G004,CV เกาะสมุย-G,10,18,0,DELIVERY_COMPLETED,,OMSAP,09/05/2025,11:35,CV,C,15/05/2025,15:00,09/05/2025,11:32:12,,,,,,,
TO2505090089,OS-OMSAP-2505090862,CV08-TG6805-0468,,ZS726107,เอส ส้ม 360 ซีซี Pack12*1,10,ลัง,0,ขวด,0,0,,,15/05/2025,10:00,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7573,ศูนย์กระจายสินค้าภูมิภาค สุราษฎร์ธานี,4608G004,CV เกาะสมุย-G,10,12,0,DELIVERY_COMPLETED,,OMSAP,09/05/2025,11:35,CV,C,15/05/2025,15:00,09/05/2025,11:32:12,,,,,,,
TO2505090089,OS-OMSAP-2505090862,CV08-TG6805-0468,,ZS770106,เอส โคล่า 359 cc Pack12x1,20,ลัง,0,ขวด,0,0,,,15/05/2025,10:00,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7573,ศูนย์กระจายสินค้าภูมิภาค สุราษฎร์ธานี,4608G004,CV เกาะสมุย-G,150,1,90,DELIVERY_COMPLETED,,OMSAP,09/05/2025,11:35,CV,C,15/05/2025,15:00,09/05/2025,11:32:12,,,,,,,
TO2505090089,OS-OMSAP-2505090862,CV08-TG6805-0468,,ZS709402,น้ำดื่มคริสตัล 1.5Ltr 6NR,50,ลัง,0,ขวด,0,0,,,15/05/2025,10:00,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7573,ศูนย์กระจายสินค้าภูมิภาค สุราษฎร์ธานี,4608G004,CV เกาะสมุย-G,17,17,11,DELIVERY_COMPLETED,,OMSAP,09/05/2025,11:35,CV,C,15/05/2025,15:00,09/05/2025,11:32:12,,,,,,,
TO2505090089,OS-OMSAP-2505090862,CV08-TG6805-0468,,ZS726125,เอส เพลย์ ซอลตี้ลิ้นจี่ พลัสวิตามินบี 360 ซีซี Pack12*1,10,ลัง,0,ขวด,0,0,,,15/05/2025,10:00,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7573,ศูนย์กระจายสินค้าภูมิภาค สุราษฎร์ธานี,4608G004,CV เกาะสมุย-G,13,9,3,DELIVERY_COMPLETED,,OMSAP,09/05/2025,11:35,CV,C,15/05/2025,15:00,09/05/2025,11:32:12,,,,,,,
TO2505090089,OS-OMSAP-2505090862,CV08-TG6805-0468,,ZS725402,น้ำดื่มคริสตัล 600cc 12NR,300,ลัง,0,ขวด,0,0,,,15/05/2025,10:00,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7573,ศูนย์กระจายสินค้าภูมิภาค สุราษฎร์ธานี,4608G004,CV เกาะสมุย-G,10,360,0,DELIVERY_COMPLETED,,OMSAP,09/05/2025,11:35,CV,C,15/05/2025,15:00,09/05/2025,11:32:12,,,,,,,
TO2505090089,OS-OMSAP-2505090862,CV08-TG6805-0468,,ZS770109,เอส สตรอเบอร์รี่ 359 ซีซี Pack12x1,10,ลัง,0,ขวด,0,0,,,15/05/2025,10:00,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7573,ศูนย์กระจายสินค้าภูมิภาค สุราษฎร์ธานี,4608G004,CV เกาะสมุย-G,13,9,3,DELIVERY_COMPLETED,,OMSAP,09/05/2025,11:35,CV,C,15/05/2025,15:00,09/05/2025,11:32:12,,,,,,,
TO2505090089,OS-OMSAP-2505090862,CV08-TG6805-0468,,ZS770113,เอส เพลย์ เกรปเบอร์รี่ 359 ซีซี Pack12x1,10,ลัง,0,ขวด,0,0,,,15/05/2025,10:00,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7573,ศูนย์กระจายสินค้าภูมิภาค สุราษฎร์ธานี,4608G004,CV เกาะสมุย-G,150,0,120,DELIVERY_COMPLETED,,OMSAP,09/05/2025,11:35,CV,C,15/05/2025,15:00,09/05/2025,11:32:12,,,,,,,
TO2505090094,OR-L07349-2505100095,,,310001994,โออิชิ กรีนที รสข้าวญี่ปุ่น 500 มล.,54,กล่อง,0,ขวด,0,0,10/05/2025,00:00,13/05/2025,08:00,NORMAL,FACTORY_TO_WAREHOUSE,1010837,Thai Drink (ตัวแทนปกติ),9323,Oishi Trading - Wang Muang,90581,คลังนครสวรรค์,54,24,0,DELIVERY_COMPLETED,,TRP,09/05/2025,11:40,,,,,,,,10W,,0,0,,
TO2505090094,OR-L07349-2505100095,,,310002015,โออิชิ กรีนที รสต้นตำรับ 500 มล.,54,กล่อง,0,ขวด,0,0,10/05/2025,00:00,13/05/2025,08:00,NORMAL,FACTORY_TO_WAREHOUSE,1010837,Thai Drink (ตัวแทนปกติ),9323,Oishi Trading - Wang Muang,90581,คลังนครสวรรค์,54,24,0,DELIVERY_COMPLETED,,TRP,09/05/2025,11:40,,,,,,,,10W,,0,0,,
TO2505090094,OR-L07349-2505100095,,,310002641,โออิชิ กรีนที รสน้ำผึ้งผสมมะนาว 350 มล.,720,กล่อง,0,ขวด,0,0,10/05/2025,00:00,13/05/2025,08:00,NORMAL,FACTORY_TO_WAREHOUSE,1010837,Thai Drink (ตัวแทนปกติ),9323,Oishi Trading - Wang Muang,90581,คลังนครสวรรค์,72,240,0,DELIVERY_COMPLETED,,TRP,09/05/2025,11:40,,,,,,,,10W,,0,0,,
TO2505090094,OR-L07349-2505100095,,,310002644,โออิชิ กรีนที รสข้าวญี่ปุ่น 350 มล.Pack6,144,กล่อง,0,ขวด,0,0,10/05/2025,00:00,13/05/2025,08:00,NORMAL,FACTORY_TO_WAREHOUSE,1010837,Thai Drink (ตัวแทนปกติ),9323,Oishi Trading - Wang Muang,90581,คลังนครสวรรค์,72,48,0,DELIVERY_COMPLETED,,TRP,09/05/2025,11:40,,,,,,,,10W,,0,0,,
TO2505090095,OR-L07349-2505100094,,,310002016,โออิชิ กรีนที รสต้นตำรับ 500 มล. Pack 6,216,กล่อง,0,ขวด,0,0,10/05/2025,00:00,13/05/2025,09:00,NORMAL,FACTORY_TO_WAREHOUSE,1010837,Thai Drink (ตัวแทนปกติ),9323,Oishi Trading - Wang Muang,7573,ศูนย์กระจายสินค้าภูมิภาค สุราษฎร์ธานี,54,96,0,DELIVERY_COMPLETED,,TRP,09/05/2025,11:40,,,,,,,,10W,,0,0,,
TO2505090095,OR-L07349-2505100094,,,310002641,โออิชิ กรีนที รสน้ำผึ้งผสมมะนาว 350 มล.,3456,กล่อง,0,ขวด,0,0,10/05/2025,00:00,13/05/2025,09:00,NORMAL,FACTORY_TO_WAREHOUSE,1010837,Thai Drink (ตัวแทนปกติ),9323,Oishi Trading - Wang Muang,7573,ศูนย์กระจายสินค้าภูมิภาค สุราษฎร์ธานี,72,1152,0,DELIVERY_COMPLETED,,TRP,09/05/2025,11:40,,,,,,,,10W,,0,0,,
TO2505090096,OR-L07349-2505100093,,,310002641,โออิชิ กรีนที รสน้ำผึ้งผสมมะนาว 350 มล.,1872,กล่อง,0,ขวด,1872,0,10/05/2025,00:00,,,NORMAL,FACTORY_TO_WAREHOUSE,1010837,Thai Drink (ตัวแทนปกติ),9323,Oishi Trading - Wang Muang,7572,ศูนย์กระจายสินค้ากรุงเทพฯ เหนือ,72,624,0,OPEN,,TRP,09/05/2025,11:40,,,,,,,,10W,,0,0,,
TO2505090097,OR-L07349-2505100092,,,310002644,โออิชิ กรีนที รสข้าวญี่ปุ่น 350 มล.Pack6,1872,กล่อง,0,ขวด,0,0,10/05/2025,00:00,,,NORMAL,FACTORY_TO_WAREHOUSE,1010837,Thai Drink (ตัวแทนปกติ),9323,Oishi Trading - Wang Muang,7570,ศูนย์กระจายสินค้าภูมิภาค นครราชสีมา,72,624,0,ASSIGNED,,TRP,09/05/2025,11:40,,,,,,,,10W,,0,0,,
TO2505090097,OR-L07349-2505100092,,,310003649,จับใจ สมุนไพรสูตรจับเลี้ยง 350 มล. Pack 6,288,กล่อง,0,ขวด,0,0,10/05/2025,00:00,,,NORMAL,FACTORY_TO_WAREHOUSE,1010837,Thai Drink (ตัวแทนปกติ),9323,Oishi Trading - Wang Muang,7570,ศูนย์กระจายสินค้าภูมิภาค นครราชสีมา,72,96,0,ASSIGNED,,TRP,09/05/2025,11:40,,,,,,,,10W,,0,0,,
TO2505090097,OR-L07349-2505100092,,,310004740,โออิชิกรีนทีน้ำผึ้งมะนาว280ml1x4x6(10B),5616,กล่อง,0,ขวด,312,0,10/05/2025,00:00,,,NORMAL,FACTORY_TO_WAREHOUSE,1010837,Thai Drink (ตัวแทนปกติ),9323,Oishi Trading - Wang Muang,7570,ศูนย์กระจายสินค้าภูมิภาค นครราชสีมา,78,1728,0,ASSIGNED,,TRP,09/05/2025,11:40,,,,,,,,10W,,0,0,,
TO2505090097,OR-L07349-2505100092,,,310004915,โออิชิกรีนทีองุ่นเคียวโฮ280ml 1x4x6(10B),1872,กล่อง,0,ขวด,0,0,10/05/2025,00:00,,,NORMAL,FACTORY_TO_WAREHOUSE,1010837,Thai Drink (ตัวแทนปกติ),9323,Oishi Trading - Wang Muang,7570,ศูนย์กระจายสินค้าภูมิภาค นครราชสีมา,78,576,0,ASSIGNED,,TRP,09/05/2025,11:40,,,,,,,,10W,,0,0,,
TO2505090098,OR-L07349-2505100091,,,310002015,โออิชิ กรีนที รสต้นตำรับ 500 มล.,1080,กล่อง,0,ขวด,0,0,10/05/2025,00:00,13/05/2025,08:00,NORMAL,FACTORY_TO_WAREHOUSE,1010837,Thai Drink (ตัวแทนปกติ),9323,Oishi Trading - Wang Muang,7527,ศูนย์กระจายสินค้า ชลบุรี,54,480,0,DELIVERY_COMPLETED,,TRP,09/05/2025,11:40,,,,,,,,10W,,0,0,,
TO2505090098,OR-L07349-2505100091,,,310002016,โออิชิ กรีนที รสต้นตำรับ 500 มล. Pack 6,94,กล่อง,0,ขวด,0,0,10/05/2025,00:00,13/05/2025,08:00,NORMAL,FACTORY_TO_WAREHOUSE,1010837,Thai Drink (ตัวแทนปกติ),9323,Oishi Trading - Wang Muang,7527,ศูนย์กระจายสินค้า ชลบุรี,54,41,42,DELIVERY_COMPLETED,,TRP,09/05/2025,11:40,,,,,,,,10W,,0,0,,
TO2505090098,OR-L07349-2505100091,,,310003649,จับใจ สมุนไพรสูตรจับเลี้ยง 350 มล. Pack 6,144,กล่อง,0,ขวด,0,0,10/05/2025,00:00,13/05/2025,08:00,NORMAL,FACTORY_TO_WAREHOUSE,1010837,Thai Drink (ตัวแทนปกติ),9323,Oishi Trading - Wang Muang,7527,ศูนย์กระจายสินค้า ชลบุรี,72,48,0,DELIVERY_COMPLETED,,TRP,09/05/2025,11:40,,,,,,,,10W,,0,0,,
TO2505090099,OR-L07349-2505100090,,,310002646,โออิชิ กรีนที รสต้นตำรับ 350 มล.Pack6,1728,กล่อง,0,ขวด,1728,0,10/05/2025,00:00,,,NORMAL,FACTORY_TO_WAREHOUSE,1010837,Thai Drink (ตัวแทนปกติ),9321,Oishi Trading - Navanakorn,90621,คลังนครปฐม,72,576,0,OPEN,,TRP,09/05/2025,11:40,,,,,,,,10W,,0,0,,
TO2505090100,OR-L07349-2505100089,,,310002953,โออิชิ กรีนที รสน้ำผึ้งผสมมะนาว 180 มล.Pack 4 ,528,กล่อง,0,ชิ้น,0,0,10/05/2025,00:00,13/05/2025,08:00,NORMAL,FACTORY_TO_WAREHOUSE,1010837,Thai Drink (ตัวแทนปกติ),9321,Oishi Trading - Navanakorn,90581,คลังนครสวรรค์,88,216,0,DELIVERY_COMPLETED,,TRP,09/05/2025,11:40,,,,,,,,10W,,0,0,,
TO2505090100,OR-L07349-2505100089,,,310003155,โออิชิ กรีนที รสแตงโม 350 มล. Pack6,432,กล่อง,0,ขวด,0,0,10/05/2025,00:00,13/05/2025,08:00,NORMAL,FACTORY_TO_WAREHOUSE,1010837,Thai Drink (ตัวแทนปกติ),9321,Oishi Trading - Navanakorn,90581,คลังนครสวรรค์,72,144,0,DELIVERY_COMPLETED,,TRP,09/05/2025,11:40,,,,,,,,10W,,0,0,,
TO2505090100,OR-L07349-2505100089,,,310004851,ไอซ์เลมอนที รสเลมอน  350มล 1x4x6,1008,กล่อง,0,ขวด,0,0,10/05/2025,00:00,13/05/2025,08:00,NORMAL,FACTORY_TO_WAREHOUSE,1010837,Thai Drink (ตัวแทนปกติ),9321,Oishi Trading - Navanakorn,90581,คลังนครสวรรค์,72,336,0,DELIVERY_COMPLETED,,TRP,09/05/2025,11:40,,,,,,,,10W,,0,0,,
TO2505090101,OR-L07349-2505100088,,,310002002,โออิชิ กรีนที รสน้ำผึ้งผสมมะนาว 800 มล.,700,กล่อง,0,ขวด,0,0,10/05/2025,00:00,13/05/2025,08:00,NORMAL,FACTORY_TO_WAREHOUSE,1010837,Thai Drink (ตัวแทนปกติ),9321,Oishi Trading - Navanakorn,7573,ศูนย์กระจายสินค้าภูมิภาค สุราษฎร์ธานี,70,120,0,DELIVERY_COMPLETED,,TRP,09/05/2025,11:40,,,,,,,,10W,,0,0,,
TO2505090101,OR-L07349-2505100088,,,310002953,โออิชิ กรีนที รสน้ำผึ้งผสมมะนาว 180 มล.Pack 4 ,968,กล่อง,0,ชิ้น,0,0,10/05/2025,00:00,13/05/2025,08:00,NORMAL,FACTORY_TO_WAREHOUSE,1010837,Thai Drink (ตัวแทนปกติ),9321,Oishi Trading - Navanakorn,7573,ศูนย์กระจายสินค้าภูมิภาค สุราษฎร์ธานี,88,396,0,DELIVERY_COMPLETED,,TRP,09/05/2025,11:40,,,,,,,,10W,,0,0,,
TO2505090101,OR-L07349-2505100088,,,310003079,โออิชิ กรีนที  กลิ่นองุ่นเคียวโฮ 180 มล.Pack 4,264,กล่อง,0,ชิ้น,0,0,10/05/2025,00:00,13/05/2025,08:00,NORMAL,FACTORY_TO_WAREHOUSE,1010837,Thai Drink (ตัวแทนปกติ),9321,Oishi Trading - Navanakorn,7573,ศูนย์กระจายสินค้าภูมิภาค สุราษฎร์ธานี,88,108,0,DELIVERY_COMPLETED,,TRP,09/05/2025,11:40,,,,,,,,10W,,0,0,,
TO2505090102,OR-L07349-2505100087,,,310003155,โออิชิ กรีนที รสแตงโม 350 มล. Pack6,1728,กล่อง,0,ขวด,0,0,10/05/2025,00:00,13/05/2025,08:00,NORMAL,FACTORY_TO_WAREHOUSE,1010837,Thai Drink (ตัวแทนปกติ),9321,Oishi Trading - Navanakorn,7571,ศูนย์กระจายสินค้าภูมิภาค ลำปาง,72,576,0,DELIVERY_COMPLETED,,TRP,09/05/2025,11:40,,,,,,,,10W,,0,0,,
TO2505090103,OR-L07349-2505100085,,,310003155,โออิชิ กรีนที รสแตงโม 350 มล. Pack6,1584,กล่อง,0,ขวด,0,0,10/05/2025,00:00,13/05/2025,08:00,NORMAL,FACTORY_TO_WAREHOUSE,1010837,Thai Drink (ตัวแทนปกติ),9321,Oishi Trading - Navanakorn,7527,ศูนย์กระจายสินค้า ชลบุรี,72,528,0,DELIVERY_COMPLETED,,TRP,09/05/2025,11:40,,,,,,,,10W,,0,0,,
TO2505090103,OR-L07349-2505100085,,,310004851,ไอซ์เลมอนที รสเลมอน  350มล 1x4x6,288,กล่อง,0,ขวด,0,0,10/05/2025,00:00,13/05/2025,08:00,NORMAL,FACTORY_TO_WAREHOUSE,1010837,Thai Drink (ตัวแทนปกติ),9321,Oishi Trading - Navanakorn,7527,ศูนย์กระจายสินค้า ชลบุรี,72,96,0,DELIVERY_COMPLETED,,TRP,09/05/2025,11:40,,,,,,,,10W,,0,0,,
TO2505090104,OR-L07349-2505100086,,,310002949,โออิชิ กรีนที รสต้นตำรับ 180 มล. Pack 4,176,กล่อง,0,ชิ้น,0,0,10/05/2025,00:00,,,NORMAL,FACTORY_TO_WAREHOUSE,1010837,Thai Drink (ตัวแทนปกติ),9321,Oishi Trading - Navanakorn,7570,ศูนย์กระจายสินค้าภูมิภาค นครราชสีมา,88,72,0,ASSIGNED,,TRP,09/05/2025,11:40,,,,,,,,10W,,0,0,,
TO2505090104,OR-L07349-2505100086,,,310002953,โออิชิ กรีนที รสน้ำผึ้งผสมมะนาว 180 มล.Pack 4 ,1936,กล่อง,0,ชิ้น,0,0,10/05/2025,00:00,,,NORMAL,FACTORY_TO_WAREHOUSE,1010837,Thai Drink (ตัวแทนปกติ),9321,Oishi Trading - Navanakorn,7570,ศูนย์กระจายสินค้าภูมิภาค นครราชสีมา,88,792,0,ASSIGNED,,TRP,09/05/2025,11:40,,,,,,,,10W,,0,0,,
TO2505090104,OR-L07349-2505100086,,,310003155,โออิชิ กรีนที รสแตงโม 350 มล. Pack6,3456,กล่อง,0,ขวด,1728,0,10/05/2025,00:00,,,NORMAL,FACTORY_TO_WAREHOUSE,1010837,Thai Drink (ตัวแทนปกติ),9321,Oishi Trading - Navanakorn,7570,ศูนย์กระจายสินค้าภูมิภาค นครราชสีมา,72,1152,0,ASSIGNED,,TRP,09/05/2025,11:40,,,,,,,,10W,,0,0,,
TO2505090105,OS-OMSAP-2505090639,CV08-TG6805-0445,,310003182,เบียร์อาชา 630 cc. 4.5 ดีกรี,3,กล่อง,0,ขวด,0,0,,,10/05/2025,12:30,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G026,ห้วยยอด -G,75,0,36,DELIVERY_COMPLETED,,OMSAP,09/05/2025,11:42,CV,B,10/05/2025,12:00,09/05/2025,11:04:43,,,,,,,
TO2505090106,OS-OMSAP-2505090613,CV08-TG6805-0446,,310003155,โออิชิ กรีนที รสแตงโม 350 มล. Pack6,10,กล่อง,0,ขวด,0,0,,,10/05/2025,12:30,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G026,ห้วยยอด -G,72,3,24,DELIVERY_COMPLETED,,OMSAP,09/05/2025,11:42,CV,A,10/05/2025,12:00,09/05/2025,11:04:49,,,,,,,
TO2505090106,OS-OMSAP-2505090613,CV08-TG6805-0446,,310004379,เบียร์ช้างคลาสสิกขวด 620 ซีซี. 4.8ดีกรี S12,75,กล่อง,0,ขวด,0,0,,,10/05/2025,12:30,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G026,ห้วยยอด -G,75,12,0,DELIVERY_COMPLETED,,OMSAP,09/05/2025,11:42,CV,A,10/05/2025,12:00,09/05/2025,11:04:49,,,,,,,
TO2505090106,OS-OMSAP-2505090613,CV08-TG6805-0446,,310004133,เบียร์ช้างคลาสสิก Can 490 ซีซี. S15,50,แพ็ค,0,กระป๋อง,0,0,,,10/05/2025,12:30,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G026,ห้วยยอด -G,112,6,78,DELIVERY_COMPLETED,,OMSAP,09/05/2025,11:42,CV,A,10/05/2025,12:00,09/05/2025,11:04:49,,,,,,,
TO2505090106,OS-OMSAP-2505090613,CV08-TG6805-0446,,Z31023563132,นิยมไทย 35 ดีกรี 625 มล. ข้าวหอม(รง.กระทิงแดง),5,โหล,0,ขวด,0,0,,,10/05/2025,12:30,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G026,ห้วยยอด -G,90,0,60,DELIVERY_COMPLETED,,OMSAP,09/05/2025,11:42,CV,A,10/05/2025,12:00,09/05/2025,11:04:49,,,,,,,
TO2505090106,OS-OMSAP-2505090613,CV08-TG6805-0446,,Z31063033035,สุราขาวตรารวงข้าว 30 ดีกรี 330 ml,60,โหล,0,ขวด,0,0,,,10/05/2025,12:30,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G026,ห้วยยอด -G,140,5,20,DELIVERY_COMPLETED,,OMSAP,09/05/2025,11:42,CV,A,10/05/2025,12:00,09/05/2025,11:04:49,,,,,,,
