เลขที่ T/O,เลขที่ TR,หมายเลขอ้างอิง,PO Number,รหัสสินค้า,สินค้า,จำนวน,Sale Unit,จำนวน,Base Unit,คงเหลือ (Sale Unit),คงเหลือ (Base Unit),วันที่ต้องการให้ขน,เวลาต้องการให้ขน,วันที่ Completed,เวลา Completed,ความสำคัญ,Location Delivery Type,รหัสลูกค้า,ชื่อลูกค้า,รหัสสถานที่ขนต้นทางจริง,สถานที่ขนต้นทางจริง,รหัสสถานที่รับปลายทางจริง,สถานที่รับปลายทางจริง,TiHi,Pallet,Portion Pallet,สถานะ,เหตุผลที่ Rejected,สร้างโดย,วันที่สร้างเอกสาร,เวลาสร้างเอกสาร,Channel,Product List,วันที่ลูกค้าต้องการ,เวลาลูกค้าต้องการ,วันที่ Sale ยืนยัน,เวลา Sale ยืนยัน,หมายเหตุ Plan,ประเภทรถ,Batch,ทะเบียนรถ,พนักงานขับรถ,Engineering Change,PO_Type
TO2505130109,OS-OMSAP-2505130804,CV08-TG6805-0602,,Z31063562535,สุราขาวตรารวงข้าว 35 ดีกรี 625 ml,105,โหล,0,ขวด,0,0,,,14/05/2025,12:52,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,90811,คลังภูเก็ต,4608G015,CV เมืองภูเก็ต-G,90,14,0,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:31,CV,A,14/05/2025,12:00,13/05/2025,11:23:35,,,,,,,
TO2505130110,OS-OMSAP-2505030697,CV08-TG6805-0267,,ZS709402,น้ำดื่มคริสตัล 1.5Ltr 6NR,170,ลัง,0,ขวด,0,0,,,14/05/2025,12:00,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,90811,คลังภูเก็ต,4608G015,CV เมืองภูเก็ต-G,17,60,0,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:31,CV,C,14/05/2025,10:00,03/05/2025,13:45:22,,,,,,,
TO2505130110,OS-OMSAP-2505030697,CV08-TG6805-0267,,ZS725402,น้ำดื่มคริสตัล 600cc 12NR,500,ลัง,0,ขวด,0,0,,,14/05/2025,12:00,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,90811,คลังภูเก็ต,4608G015,CV เมืองภูเก็ต-G,10,600,0,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:31,CV,C,14/05/2025,10:00,03/05/2025,13:45:22,,,,,,,
TO2505130111,OS-OMSAP-2505130803,CV08-TG6805-0601,,316640346,สุราพิเศษ คูลอฟ วอดก้า 40 ดีกรี 345 มล.,1,โหล,0,ขวด,0,0,,,14/05/2025,12:52,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,90811,คลังภูเก็ต,4608G015,CV เมืองภูเก็ต-G,110,0,12,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:31,CV,C,14/05/2025,12:00,13/05/2025,11:23:26,,,,,,,
TO2505130113,OS-OMSAP-2505030598,CV08-TG6805-0248,,ZS726118,เอส เพลย์ กามิกาเซ่ 360 ซีซี Pack12*1,10,ลัง,0,ขวด,0,0,,,14/05/2025,15:13,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G010,CV ทุ่งสง-G,10,12,0,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:40,CV,C,14/05/2025,12:00,03/05/2025,11:54:51,,,,,,,
TO2505130113,OS-OMSAP-2505030598,CV08-TG6805-0248,,ZS706118,เอส เพลย์ กามิกาเซ่ 1 ลิตร,3,ลัง,0,ขวด,0,0,,,14/05/2025,15:13,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G010,CV ทุ่งสง-G,6,6,0,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:40,CV,C,14/05/2025,12:00,03/05/2025,11:54:51,,,,,,,
TO2505130113,OS-OMSAP-2505030598,CV08-TG6805-0248,,ZS706113,เอส Play เกรปเบอร์รี 1 ลิตร,3,ลัง,0,ขวด,0,0,,,14/05/2025,15:13,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G010,CV ทุ่งสง-G,6,6,0,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:40,CV,C,14/05/2025,12:00,03/05/2025,11:54:51,,,,,,,
TO2505130113,OS-OMSAP-2505030598,CV08-TG6805-0248,,ZS706108,เอส ครีมโซดา 1Ltr 12NR,2,ลัง,0,ขวด,0,0,,,14/05/2025,15:13,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G010,CV ทุ่งสง-G,6,4,0,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:40,CV,C,14/05/2025,12:00,03/05/2025,11:54:51,,,,,,,
TO2505130113,OS-OMSAP-2505030598,CV08-TG6805-0248,,ZS725402,น้ำดื่มคริสตัล 600cc 12NR,100,ลัง,0,ขวด,0,0,,,14/05/2025,15:13,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G010,CV ทุ่งสง-G,10,120,0,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:40,CV,C,14/05/2025,12:00,03/05/2025,11:54:51,,,,,,,
TO2505130113,OS-OMSAP-2505030598,CV08-TG6805-0248,,ZS706109,เอส สตอเบอรรี่ 1Ltr 12NR,2,ลัง,0,ขวด,0,0,,,14/05/2025,15:13,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G010,CV ทุ่งสง-G,6,4,0,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:40,CV,C,14/05/2025,12:00,03/05/2025,11:54:51,,,,,,,
TO2505130113,OS-OMSAP-2505030598,CV08-TG6805-0248,,ZS706106,เอส โคล่า 1Ltr 12NR,3,ลัง,0,ขวด,0,0,,,14/05/2025,15:13,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G010,CV ทุ่งสง-G,6,6,0,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:40,CV,C,14/05/2025,12:00,03/05/2025,11:54:51,,,,,,,
TO2505130113,OS-OMSAP-2505030598,CV08-TG6805-0248,,ZS712118,เอส เพลย์ กามิกาเซ่ 1.6 ลิตร,1,ลัง,0,ขวด,0,0,,,14/05/2025,15:13,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G010,CV ทุ่งสง-G,3,4,0,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:40,CV,C,14/05/2025,12:00,03/05/2025,11:54:51,,,,,,,
TO2505130113,OS-OMSAP-2505030598,CV08-TG6805-0248,,ZS712113,เอส Play เกรปเบอร์รี 1.6 ลิตร,1,ลัง,0,ขวด,0,0,,,14/05/2025,15:13,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G010,CV ทุ่งสง-G,3,4,0,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:40,CV,C,14/05/2025,12:00,03/05/2025,11:54:51,,,,,,,
TO2505130114,OS-SAP001-2505131064,5617948406,2505120583211003,310001229,โออิชิ ชาคูลล์ซ่า ชาเขียวโซดากลิ่นฮันนี่เลมอน 320 มล.NewPack 6,100,แพ็ค,0,กระป๋อง,0,0,,,14/05/2025,13:46,NORMAL,WAREHOUSE_TO_CUSTOMER,1000436,โมเดิร์นเทรด แมนเนจเม้นท์,7587,ศูนย์กระจายสินค้าภูมิภาค หาดใหญ่,0001003742,แฟมิลี่ไฮเปอร์มาร์ท,100,24,0,DELIVERY_COMPLETED,,SAP,13/05/2025,12:44,OMT,,14/05/2025,09:09,13/05/2025,11:50:10,,,,,,,C03
TO2505130114,OS-SAP001-2505131064,5617948406,2505120583211003,310003728,โออิชิ ชาคูลล์ซ่า ชาเขียวโซดากลิ่นองุ่นเคียวโฮ 320 มล.Pack 6,150,แพ็ค,0,กระป๋อง,0,0,,,14/05/2025,13:46,NORMAL,WAREHOUSE_TO_CUSTOMER,1000436,โมเดิร์นเทรด แมนเนจเม้นท์,7587,ศูนย์กระจายสินค้าภูมิภาค หาดใหญ่,0001003742,แฟมิลี่ไฮเปอร์มาร์ท,104,34,64,DELIVERY_COMPLETED,,SAP,13/05/2025,12:44,OMT,,14/05/2025,09:09,13/05/2025,11:50:10,,,,,,,C03
TO2505130114,OS-SAP001-2505131064,5617948406,2505120583211003,310003728,โออิชิ ชาคูลล์ซ่า ชาเขียวโซดากลิ่นองุ่นเคียวโฮ 320 มล.Pack 6,50,แพ็ค,0,กระป๋อง,0,0,,,14/05/2025,13:46,NORMAL,WAREHOUSE_TO_CUSTOMER,1000436,โมเดิร์นเทรด แมนเนจเม้นท์,7587,ศูนย์กระจายสินค้าภูมิภาค หาดใหญ่,0001003742,แฟมิลี่ไฮเปอร์มาร์ท,104,11,56,DELIVERY_COMPLETED,,SAP,13/05/2025,12:44,OMT,,14/05/2025,09:09,13/05/2025,11:50:10,,,,,,,C03
TO2505130115,OS-SAP001-2505131072,5617948408,2505120583211006,310002642,โออิชิ กรีนที รสน้ำผึ้งผสมมะนาว 350 มล.Pack6,300,กล่อง,0,ขวด,0,0,,,14/05/2025,13:46,NORMAL,WAREHOUSE_TO_CUSTOMER,1000436,โมเดิร์นเทรด แมนเนจเม้นท์,7587,ศูนย์กระจายสินค้าภูมิภาค หาดใหญ่,0001003742,แฟมิลี่ไฮเปอร์มาร์ท,72,100,0,DELIVERY_COMPLETED,,SAP,13/05/2025,12:44,OMT,,14/05/2025,09:09,13/05/2025,11:50:10,,,,,,,C03
TO2505130115,OS-SAP001-2505131072,5617948408,2505120583211006,310003573,โออิชิ กรีนที เคียวโฮพลัสซี 350 กรัม Pack 6,500,กล่อง,0,ขวด,0,0,,,14/05/2025,13:46,NORMAL,WAREHOUSE_TO_CUSTOMER,1000436,โมเดิร์นเทรด แมนเนจเม้นท์,7587,ศูนย์กระจายสินค้าภูมิภาค หาดใหญ่,0001003742,แฟมิลี่ไฮเปอร์มาร์ท,72,166,48,DELIVERY_COMPLETED,,SAP,13/05/2025,12:44,OMT,,14/05/2025,09:09,13/05/2025,11:50:10,,,,,,,C03
TO2505130115,OS-SAP001-2505131072,5617948408,2505120583211006,310003155,โออิชิ กรีนที รสแตงโม 350 มล. Pack6,100,กล่อง,0,ขวด,0,0,,,14/05/2025,13:46,NORMAL,WAREHOUSE_TO_CUSTOMER,1000436,โมเดิร์นเทรด แมนเนจเม้นท์,7587,ศูนย์กระจายสินค้าภูมิภาค หาดใหญ่,0001003742,แฟมิลี่ไฮเปอร์มาร์ท,72,33,24,DELIVERY_COMPLETED,,SAP,13/05/2025,12:44,OMT,,14/05/2025,09:09,13/05/2025,11:50:10,,,,,,,C03
TO2505130115,OS-SAP001-2505131072,5617948408,2505120583211006,310004851,ไอซ์เลมอนที รสเลมอน  350มล 1x4x6,100,กล่อง,0,ขวด,0,0,,,14/05/2025,13:46,NORMAL,WAREHOUSE_TO_CUSTOMER,1000436,โมเดิร์นเทรด แมนเนจเม้นท์,7587,ศูนย์กระจายสินค้าภูมิภาค หาดใหญ่,0001003742,แฟมิลี่ไฮเปอร์มาร์ท,72,33,24,DELIVERY_COMPLETED,,SAP,13/05/2025,12:44,OMT,,14/05/2025,09:09,13/05/2025,11:50:10,,,,,,,C03
TO2505130115,OS-SAP001-2505131072,5617948408,2505120583211006,310003573,โออิชิ กรีนที เคียวโฮพลัสซี 350 กรัม Pack 6,190,กล่อง,0,ขวด,0,0,,,14/05/2025,13:46,NORMAL,WAREHOUSE_TO_CUSTOMER,1000436,โมเดิร์นเทรด แมนเนจเม้นท์,7587,ศูนย์กระจายสินค้าภูมิภาค หาดใหญ่,0001003742,แฟมิลี่ไฮเปอร์มาร์ท,72,63,24,DELIVERY_COMPLETED,,SAP,13/05/2025,12:44,OMT,,14/05/2025,09:09,13/05/2025,11:50:10,,,,,,,C03
TO2505130116,OS-SAP001-2505131070,5617948407,2505120583211007,310002949,โออิชิ กรีนที รสต้นตำรับ 180 มล. Pack 4,20,กล่อง,0,ชิ้น,0,0,,,14/05/2025,13:46,NORMAL,WAREHOUSE_TO_CUSTOMER,1000436,โมเดิร์นเทรด แมนเนจเม้นท์,7587,ศูนย์กระจายสินค้าภูมิภาค หาดใหญ่,0001003742,แฟมิลี่ไฮเปอร์มาร์ท,88,8,16,DELIVERY_COMPLETED,,SAP,13/05/2025,12:44,OMT,,14/05/2025,09:09,13/05/2025,11:50:10,,,,,,,C03
TO2505130116,OS-SAP001-2505131070,5617948407,2505120583211007,310002951,โออิชิ กรีนที รสข้าวญี่ปุ่น 180 มล. Pack 4,30,กล่อง,0,ชิ้น,0,0,,,14/05/2025,13:46,NORMAL,WAREHOUSE_TO_CUSTOMER,1000436,โมเดิร์นเทรด แมนเนจเม้นท์,7587,ศูนย์กระจายสินค้าภูมิภาค หาดใหญ่,0001003742,แฟมิลี่ไฮเปอร์มาร์ท,88,12,24,DELIVERY_COMPLETED,,SAP,13/05/2025,12:44,OMT,,14/05/2025,09:09,13/05/2025,11:50:10,,,,,,,C03
TO2505130116,OS-SAP001-2505131070,5617948407,2505120583211007,310002953,โออิชิ กรีนที รสน้ำผึ้งผสมมะนาว 180 มล.Pack 4 ,50,กล่อง,0,ชิ้น,0,0,,,14/05/2025,13:46,NORMAL,WAREHOUSE_TO_CUSTOMER,1000436,โมเดิร์นเทรด แมนเนจเม้นท์,7587,ศูนย์กระจายสินค้าภูมิภาค หาดใหญ่,0001003742,แฟมิลี่ไฮเปอร์มาร์ท,88,20,40,DELIVERY_COMPLETED,,SAP,13/05/2025,12:44,OMT,,14/05/2025,09:09,13/05/2025,11:50:10,,,,,,,C03
TO2505130116,OS-SAP001-2505131070,5617948407,2505120583211007,310003079,โออิชิ กรีนที  กลิ่นองุ่นเคียวโฮ 180 มล.Pack 4,100,กล่อง,0,ชิ้น,0,0,,,14/05/2025,13:46,NORMAL,WAREHOUSE_TO_CUSTOMER,1000436,โมเดิร์นเทรด แมนเนจเม้นท์,7587,ศูนย์กระจายสินค้าภูมิภาค หาดใหญ่,0001003742,แฟมิลี่ไฮเปอร์มาร์ท,88,40,80,DELIVERY_COMPLETED,,SAP,13/05/2025,12:44,OMT,,14/05/2025,09:09,13/05/2025,11:50:10,,,,,,,C03
TO2505130116,OS-SAP001-2505131070,5617948407,2505120583211007,310002953,โออิชิ กรีนที รสน้ำผึ้งผสมมะนาว 180 มล.Pack 4 ,38,กล่อง,0,ชิ้น,0,0,,,14/05/2025,13:46,NORMAL,WAREHOUSE_TO_CUSTOMER,1000436,โมเดิร์นเทรด แมนเนจเม้นท์,7587,ศูนย์กระจายสินค้าภูมิภาค หาดใหญ่,0001003742,แฟมิลี่ไฮเปอร์มาร์ท,88,15,48,DELIVERY_COMPLETED,,SAP,13/05/2025,12:44,OMT,,14/05/2025,09:09,13/05/2025,11:50:10,,,,,,,C03
TO2505130117,OS-OMSAP-2505130779,CV08-TG6805-0613,,310004141,เบียร์ช้าง Cold Brew Lager Can 490 ซีซี. S12,40,แพ็ค,0,กระป๋อง,0,0,,,14/05/2025,11:16,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,90771,คลังชุมพร,4608G007,CV หลังสวน-G,144,3,48,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:45,CV,B,14/05/2025,12:00,13/05/2025,11:27:51,,,,,,,
TO2505130117,OS-OMSAP-2505130779,CV08-TG6805-0613,,Z31123562835,เชี่ยงชุน 35 ดีกรี 625 มล.w/o NackLabel (นทีชัย),60,โหล,0,ขวด,0,0,,,14/05/2025,11:16,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,90771,คลังชุมพร,4608G007,CV หลังสวน-G,90,8,0,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:45,CV,B,14/05/2025,12:00,13/05/2025,11:27:51,,,,,,,
TO2505130117,OS-OMSAP-2505130779,CV08-TG6805-0613,,310003079,โออิชิ กรีนที  กลิ่นองุ่นเคียวโฮ 180 มล.Pack 4,10,กล่อง,0,ชิ้น,0,0,,,14/05/2025,11:16,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,90771,คลังชุมพร,4608G007,CV หลังสวน-G,88,4,8,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:45,CV,B,14/05/2025,12:00,13/05/2025,11:27:51,,,,,,,
TO2505130117,OS-OMSAP-2505130779,CV08-TG6805-0613,,310002641,โออิชิ กรีนที รสน้ำผึ้งผสมมะนาว 350 มล.,100,กล่อง,0,ขวด,0,0,,,14/05/2025,11:16,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,90771,คลังชุมพร,4608G007,CV หลังสวน-G,72,33,24,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:45,CV,B,14/05/2025,12:00,13/05/2025,11:27:51,,,,,,,
TO2505130117,OS-OMSAP-2505130779,CV08-TG6805-0613,,310235628,สุราขาวตราไชยา 35 ดีกรี 625 ml,60,โหล,0,ขวด,0,0,,,14/05/2025,11:16,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,90771,คลังชุมพร,4608G007,CV หลังสวน-G,90,8,0,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:45,CV,B,14/05/2025,12:00,13/05/2025,11:27:51,,,,,,,
TO2505130117,OS-OMSAP-2505130779,CV08-TG6805-0613,,Z31123533035,เชี่ยงชุน 35 ดีกรี 330 ml (นทีชัย),100,โหล,0,ขวด,0,0,,,14/05/2025,11:16,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,90771,คลังชุมพร,4608G007,CV หลังสวน-G,140,8,80,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:45,CV,B,14/05/2025,12:00,13/05/2025,11:27:51,,,,,,,
TO2505130117,OS-OMSAP-2505130779,CV08-TG6805-0613,,310230628,สุราขาวตราไชยา 30 ดีกรี 625 ml,40,โหล,0,ขวด,0,0,,,14/05/2025,11:16,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,90771,คลังชุมพร,4608G007,CV หลังสวน-G,90,5,30,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:45,CV,B,14/05/2025,12:00,13/05/2025,11:27:51,,,,,,,
TO2505130117,OS-OMSAP-2505130779,CV08-TG6805-0613,,310003182,เบียร์อาชา 630 cc. 4.5 ดีกรี,5,กล่อง,0,ขวด,0,0,,,14/05/2025,11:16,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,90771,คลังชุมพร,4608G007,CV หลังสวน-G,75,0,60,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:45,CV,B,14/05/2025,12:00,13/05/2025,11:27:51,,,,,,,
TO2505130118,OS-OMSAP-2505130791,CV08-TG6805-0612,,310004851,ไอซ์เลมอนที รสเลมอน  350มล 1x4x6,20,กล่อง,0,ขวด,0,0,,,14/05/2025,11:16,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,90771,คลังชุมพร,4608G007,CV หลังสวน-G,72,6,48,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:45,CV,C,14/05/2025,12:00,13/05/2025,11:27:43,,,,,,,
TO2505130119,OS-OMSAP-2505130792,CV08-TG6805-0614,,310003711,จับใจ สมุนไพรสูตรจับเลี้ยง 350 มล. LS2,20,กล่อง,0,ขวด,0,0,,,14/05/2025,13:07,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,90771,คลังชุมพร,4608G007,CV หลังสวน-G,72,6,48,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:45,CV,A,14/05/2025,12:00,13/05/2025,11:27:57,,,,,,,
TO2505130119,OS-OMSAP-2505130792,CV08-TG6805-0614,,310003572,โออิชิ กรีนที เคียวโฮพลัสซี 350 กรัม ,100,กล่อง,0,ขวด,0,0,,,14/05/2025,13:07,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,90771,คลังชุมพร,4608G007,CV หลังสวน-G,72,33,24,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:45,CV,A,14/05/2025,12:00,13/05/2025,11:27:57,,,,,,,
TO2505130119,OS-OMSAP-2505130792,CV08-TG6805-0614,,310003155,โออิชิ กรีนที รสแตงโม 350 มล. Pack6,40,กล่อง,0,ขวด,0,0,,,14/05/2025,13:07,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,90771,คลังชุมพร,4608G007,CV หลังสวน-G,72,13,24,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:45,CV,A,14/05/2025,12:00,13/05/2025,11:27:57,,,,,,,
TO2505130119,OS-OMSAP-2505130792,CV08-TG6805-0614,,310004379,เบียร์ช้างคลาสสิกขวด 620 ซีซี. 4.8ดีกรี S12,150,กล่อง,0,ขวด,0,0,,,14/05/2025,13:07,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,90771,คลังชุมพร,4608G007,CV หลังสวน-G,75,24,0,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:45,CV,A,14/05/2025,12:00,13/05/2025,11:27:57,,,,,,,
TO2505130119,OS-OMSAP-2505130792,CV08-TG6805-0614,,Z31103501027,หงส์ทอง 35 ดีกรี 1000 มล. (บางยี่ขัน),5,โหล,0,ขวด,0,0,,,14/05/2025,13:07,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,90771,คลังชุมพร,4608G007,CV หลังสวน-G,44,1,16,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:45,CV,A,14/05/2025,12:00,13/05/2025,11:27:57,,,,,,,
TO2505130119,OS-OMSAP-2505130792,CV08-TG6805-0614,,310004133,เบียร์ช้างคลาสสิก Can 490 ซีซี. S15,40,แพ็ค,0,กระป๋อง,0,0,,,14/05/2025,13:07,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,90771,คลังชุมพร,4608G007,CV หลังสวน-G,112,5,40,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:45,CV,A,14/05/2025,12:00,13/05/2025,11:27:57,,,,,,,
TO2505130119,OS-OMSAP-2505130792,CV08-TG6805-0614,,Z31023563132,นิยมไทย 35 ดีกรี 625 มล. ข้าวหอม(รง.กระทิงแดง),20,โหล,0,ขวด,0,0,,,14/05/2025,13:07,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,90771,คลังชุมพร,4608G007,CV หลังสวน-G,90,2,60,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:45,CV,A,14/05/2025,12:00,13/05/2025,11:27:57,,,,,,,
TO2505130119,OS-OMSAP-2505130792,CV08-TG6805-0614,,Z31063033035,สุราขาวตรารวงข้าว 30 ดีกรี 330 ml,120,โหล,0,ขวด,0,0,,,14/05/2025,13:07,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,90771,คลังชุมพร,4608G007,CV หลังสวน-G,140,10,40,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:45,CV,A,14/05/2025,12:00,13/05/2025,11:27:57,,,,,,,
TO2505130119,OS-OMSAP-2505130792,CV08-TG6805-0614,,Z31063062535,สุราขาวตรารวงข้าว 30 ดีกรี 625 ml,60,โหล,0,ขวด,0,0,,,14/05/2025,13:07,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,90771,คลังชุมพร,4608G007,CV หลังสวน-G,90,8,0,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:45,CV,A,14/05/2025,12:00,13/05/2025,11:27:57,,,,,,,
TO2505130119,OS-OMSAP-2505130792,CV08-TG6805-0614,,Z31064062532,สุราขาวตรารวงข้าว 40 ดีกรี 625 ml,5,โหล,0,ขวด,0,0,,,14/05/2025,13:07,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,90771,คลังชุมพร,4608G007,CV หลังสวน-G,90,0,60,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:45,CV,A,14/05/2025,12:00,13/05/2025,11:27:57,,,,,,,
TO2505130119,OS-OMSAP-2505130792,CV08-TG6805-0614,,Z31063533035,สุราขาวตรารวงข้าว 35 ดีกรี 330 ml,360,โหล,0,ขวด,0,0,,,14/05/2025,13:07,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,90771,คลังชุมพร,4608G007,CV หลังสวน-G,140,30,120,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:45,CV,A,14/05/2025,12:00,13/05/2025,11:27:57,,,,,,,
TO2505130119,OS-OMSAP-2505130792,CV08-TG6805-0614,,310002513,โซดา ร็อค เมาเท็น 325 cc.,40,แพ็ค,0,ขวด,0,0,,,14/05/2025,13:07,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,90771,คลังชุมพร,4608G007,CV หลังสวน-G,70,13,50,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:45,CV,A,14/05/2025,12:00,13/05/2025,11:27:57,,,,,,,
TO2505130119,OS-OMSAP-2505130792,CV08-TG6805-0614,,Z31064033032,สุราขาวตรารวงข้าว 40 ดีกรี 330 ml,10,โหล,0,ขวด,0,0,,,14/05/2025,13:07,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,90771,คลังชุมพร,4608G007,CV หลังสวน-G,140,0,120,DELIVERY_COMPLETED,,OMSAP,13/05/2025,12:45,CV,A,14/05/2025,12:00,13/05/2025,11:27:57,,,,,,,
